;Siachen Glacier (frozen);Nagorno-Karabakh (frozen);Mongolia (frozen);India (frozen);Nepal (frozen);Philippines (frozen)
2005-02-01;-2,897348;-8,582877;0,930386;2,207514;5,620626;1,250486
2005-03-01;-1,225655;-0,650527;0,994223;1,464604;1,969548;1,135446
2005-04-01;-1,017664;4,798523;1,064808;0,289123;-1,907871;-0,103652
2005-05-01;-0,297744;5,950548;1,06357;-0,912589;-4,745354;-1,16666
2005-06-01;-0,077964;6,046928;1,061326;-1,50253;-4,513158;-1,82838
2005-07-01;0,335514;5,934447;1,080695;-1,883031;-5,377379;-1,549358
2005-08-01;1,369162;4,938323;1,070327;-1,301533;-3,760127;-1,18097
2005-09-01;2,105308;2,348358;1,013198;-0,740096;-1,530792;-0,438157
2005-10-01;1,369759;0,047866;1,009139;-0,636884;1,363933;-0,487986
2005-11-01;0,723381;-3,047191;0,964041;0,10816;2,551492;0,165155
2005-12-01;0,375878;-5,477568;0,911996;1,115289;2,777174;1,447778
2006-01-01;-0,790039;-10,985137;0,852319;1,023798;6,820781;2,573426
2006-02-01;-2,586662;-9,353974;0,923508;1,967627;5,745285;1,248695
2006-03-01;-1,206526;-1,515871;0,984172;1,648221;1,943319;1,218357
2006-04-01;-1,150377;4,319062;1,055711;0,693344;-1,100157;0,319888
2006-05-01;-0,395373;5,697515;1,056194;-0,572846;-3,970717;-1,054974
2006-06-01;-0,130729;5,843938;1,06046;-1,242387;-4,541493;-1,954027
2006-07-01;0,438498;6,104188;1,082893;-1,615376;-4,808928;-1,635389
2006-08-01;1,349268;5,269381;1,07613;-1,040744;-4,199942;-1,288334
2006-09-01;2,060732;2,975286;1,020185;-0,502757;-2,414217;-0,690057
2006-10-01;1,189206;0,737637;1,020089;-0,675268;0,686657;-0,563424
2006-11-01;0,460491;-2,588019;0,971702;-0,62894;2,131078;0,220232
2006-12-01;0,38631;-5,227955;0,91471;0,530947;2,587432;1,338312
2007-01-01;-0,574897;-10,656536;0,847938;0,61893;6,732502;2,65064
2007-02-01;-2,211946;-9,977012;0,915262;1,938974;5,923934;1,342482
2007-03-01;-1,147537;-2,571904;0,9762;1,73641;2,450773;1,195099
2007-04-01;-1,218282;3,600333;1,04947;1,066672;-0,309208;0,584149
2007-05-01;-0,572237;5,673542;1,053371;-0,217459;-3,213924;-0,979473
2007-06-01;-0,196581;5,745987;1,06074;-1,015226;-4,262437;-1,971157
2007-07-01;0,5129;5,821878;1,082616;-1,397556;-4,255076;-1,589963
2007-08-01;1,281979;5,36214;1,077275;-0,827849;-4,923175;-1,28843
2007-09-01;2,121729;3,455657;1,026196;-0,233244;-3,413147;-0,910425
2007-10-01;1,15971;1,458868;1,02672;-0,636638;-0,042566;-0,697988
2007-11-01;0,186886;-1,999732;0,979325;-1,400103;1,484828;0,214669
2007-12-01;0,345228;-4,69328;0,919268;-0,061113;2,560571;1,178745
2008-01-01;-0,283021;-10,210455;0,845971;0,20632;6,902866;2,686274
2008-02-01;-1,74112;-10,329762;0,908867;1,977879;6,235375;1,453013
2008-03-01;-1,186041;-3,360467;0,969043;1,847333;2,970502;1,158069
2008-04-01;-1,460053;2,72724;1,047514;1,39307;0,053012;0,730016
2008-05-01;-0,885941;5,587327;1,051947;0,118575;-2,779827;-0,827027
2008-06-01;-0,287482;5,236037;1,058198;-0,797499;-3,806704;-1,966569
2008-07-01;0,477441;5,096118;1,080216;-1,184221;-3,649068;-1,494195
2008-08-01;1,222568;5,450528;1,074582;-0,680141;-5,344623;-1,209076
2008-09-01;2,428785;4,304346;1,029452;0,055338;-4,290499;-1,082382
2008-10-01;1,313697;2,219095;1,031214;-0,655621;-0,579713;-0,880002
2008-11-01;0,124451;-1,262344;0,989025;-2,025761;1,049381;0,238204
2008-12-01;0,254257;-3,900863;0,926757;-0,627875;2,437838;1,052048
2009-01-01;-0,135395;-10,010854;0,846265;-0,069214;6,686255;2,514443
2009-02-01;-1,339711;-11,139079;0,904394;1,94139;6,386681;1,477383
2009-03-01;-1,335588;-4,07271;0,963212;1,859893;3,436768;1,235576
2009-04-01;-1,787294;2,207652;1,046232;1,619716;0,065721;0,897902
2009-05-01;-1,294022;5,730818;1,048618;0,427796;-2,118001;-0,569542
2009-06-01;-0,281601;4,57836;1,054571;-0,55031;-3,253153;-1,945782
2009-07-01;0,509331;4,302864;1,074866;-0,911437;-3,403827;-1,450197
2009-08-01;1,101817;5,417092;1,069458;-0,549073;-5,713746;-1,25242
2009-09-01;2,696863;5,062726;1,032184;0,258747;-4,629988;-1,206521
2009-10-01;1,564943;3,160811;1,038999;-0,691951;-0,864554;-1,065887
2009-11-01;0,313842;-0,302448;0,999207;-2,401272;0,924404;0,226882
2009-12-01;0,206654;-3,108528;0,932929;-1,074124;2,333683;0,953733
2010-01-01;-0,008002;-10,274402;0,848314;-0,358821;6,296715;2,404097
2010-02-01;-1,111947;-12,258097;0,903421;1,835441;6,450843;1,495116
2010-03-01;-1,568782;-4,503308;0,958587;1,832521;3,526591;1,391191
2010-04-01;-2,142584;1,903546;1,043743;1,638611;-0,043955;1,048603
2010-05-01;-1,655445;5,709731;1,041864;0,634572;-1,871765;-0,261174
2010-06-01;-0,321936;3,907869;1,047653;-0,263689;-3,167713;-2,010574
2010-07-01;0,486897;4,026783;1,069762;-0,637643;-3,14439;-1,537467
2010-08-01;1,035834;5,56639;1,066591;-0,393366;-5,515822;-1,361455
2010-09-01;3,042003;5,76627;1,033527;0,455091;-4,324103;-1,316499
2010-10-01;1,78292;3,990348;1,048132;-0,702734;-0,86036;-1,194808
2010-11-01;0,589766;0,303188;1,011686;-2,528358;0,974765;0,330189
2010-12-01;0,276699;-2,508711;0,938709;-1,468812;2,11435;0,934159
2011-01-01;-0,016386;-10,837719;0,849222;-0,479897;5,675952;2,247529
2011-02-01;-1,154924;-13,62081;0,904309;1,610236;6,28299;1,534146
2011-03-01;-1,823003;-4,936898;0,954622;1,708586;3,385687;1,599629
2011-04-01;-2,381809;2,080946;1,039401;1,613638;0,028036;1,159976
2011-05-01;-1,818623;6,095522;1,031469;0,771419;-1,751701;-0,096896
2011-06-01;-0,271289;3,876468;1,040614;-0,173394;-3,333285;-2,006396
2011-07-01;0,556606;4,075645;1,065665;-0,523433;-3,248334;-1,692267
2011-08-01;1,008215;5,468991;1,065787;-0,22162;-5,19744;-1,603386
2011-09-01;3,124694;5,927951;1,03623;0,652413;-3,741668;-1,378713
2011-10-01;1,818181;4,348069;1,059544;-0,626827;-0,530725;-1,226921
2011-11-01;0,790464;0,317883;1,024358;-2,409967;1,105267;0,372809
2011-12-01;0,482645;-2,233721;0,940669;-1,61591;1,985107;1,019201
2012-01-01;-0,047088;-11,170894;0,846441;-0,510719;5,332915;2,279621
2012-02-01;-1,306622;-14,440205;0,905285;1,399414;6,290185;1,555513
2012-03-01;-1,91536;-5,193421;0,95377;1,545941;3,199521;1,772796
2012-04-01;-2,49808;2,5724;1,036735;1,403641;-0,257824;1,182304
2012-05-01;-1,820637;6,756052;1,022383;0,770651;-2,333663;-0,046634
2012-06-01;-0,224762;4,280425;1,032187;-0,190043;-3,827787;-2,055467
2012-07-01;0,561971;4,105533;1,061213;-0,530591;-3,113157;-1,927988
2012-08-01;0,970792;5,182756;1,06581;-0,145466;-4,752337;-1,846733
2012-09-01;3,081531;5,656112;1,038038;0,760612;-2,883784;-1,302366
2012-10-01;1,742021;4,149593;1,069871;-0,539219;-0,098157;-1,159119
2012-11-01;0,974177;-0,310953;1,037856;-2,044546;1,252753;0,448679
2012-12-01;0,724908;-2,298439;0,942637;-1,541714;1,963173;1,201938
2013-01-01;-0,15338;-11,237736;0,84055;-0,305222;5,329004;2,395874
2013-02-01;-1,567779;-14,480838;0,90498;1,313372;6,267187;1,470875
2013-03-01;-1,939106;-5,216648;0,953434;1,390033;2,85455;1,767064
2013-04-01;-2,473876;3,553997;1,035091;1,079583;-0,868028;1,119734
2013-05-01;-1,647977;7,827051;1,017051;0,584951;-2,884692;-0,084087
2013-06-01;-0,035405;4,762053;1,028099;-0,395714;-4,166015;-2,032064
2013-07-01;0,600368;3,75267;1,057476;-0,623741;-3,012688;-2,115507
2013-08-01;0,820268;4,616118;1,063851;-0,184063;-4,452149;-2,015527
2013-09-01;2,732799;4,992113;1,039848;0,666717;-2,605096;-1,186778
2013-10-01;1,69528;3,471244;1,078282;-0,511499;0,424016;-1,079854
2013-11-01;1,171813;-1,1184;1,045832;-1,542997;1,830304;0,425577
2013-12-01;0,922241;-2,360865;0,942926;-1,071249;2,029817;1,386172
2014-01-01;-0,259762;-11,16701;0,833776;0,096554;5,30162;2,783617
2014-02-01;-1,751981;-13,863568;0,905066;1,450733;6,695764;1,396963
2014-03-01;-1,893621;-4,998469;0,954879;1,188877;2,699265;1,528697
2014-04-01;-2,332128;4,690252;1,035028;0,604273;-1,839001;0,981851
2014-05-01;-1,488248;8,811925;1,017364;0,24885;-3,702403;-0,196366
2014-06-01;0,023106;5,103225;1,028883;-0,661355;-4,546821;-1,995116
2014-07-01;0,543402;3,377443;1,054836;-0,717359;-2,770564;-2,225307
2014-08-01;0,661887;4,085238;1,058219;-0,334616;-4,281574;-2,105355
2014-09-01;2,404395;3,919246;1,037526;0,416283;-2,462234;-1,050588
2014-10-01;1,714266;2,590406;1,082486;-0,549939;0,863203;-0,962864
2014-11-01;1,430644;-1,852333;1,048957;-1,090571;2,638805;0,401855
2014-12-01;1,125803;-2,293868;0,945105;-0,394637;2,227251;1,494676
2015-01-01;-0,285389;-11,22731;0,82946;0,664654;5,328095;3,19745
2015-02-01;-1,965371;-12,874054;0,906238;1,720226;7,011998;1,382348
2015-03-01;-1,981477;-4,600772;0,955198;1,041385;2,26863;1,171613
2015-04-01;-2,154991;5,666476;1,036187;0,194561;-2,764372;0,769746
2015-05-01;-1,308716;9,50644;1,020916;-0,201428;-4,206479;-0,288148
2015-06-01;-0,013486;5,559724;1,033432;-1,048105;-4,606184;-1,868735
2015-07-01;0,412162;3,400008;1,055482;-0,87131;-2,676372;-2,252637
2015-08-01;0,550326;3,488953;1,049745;-0,521636;-4,164868;-2,179472
2015-09-01;2,061338;2,661716;1,033287;0,179493;-2,674947;-1,024929
2015-10-01;1,828213;1,474196;1,082052;-0,61197;1,340662;-0,898355
2015-11-01;1,72015;-2,584206;1,046473;-0,742039;3,525466;0,365522
2015-12-01;1,257113;-2,12779;0,946355;0,415902;2,283437;1,630543
2016-01-01;-0,201647;-11,138786;0,827921;1,258621;5,17986;3,595466
2016-02-01;-1,965873;-11,981011;0,912145;1,987294;7,351463;1,314493
2016-03-01;-2,042465;-4,107777;0,956947;0,846019;2,074651;0,827322
2016-04-01;-2,096916;6,43848;1,038655;-0,199007;-3,468436;0,733049
2016-05-01;-1,356272;10,039353;1,023727;-0,63819;-4,59603;-0,197911
2016-06-01;-0,221793;6,148284;1,036916;-1,410175;-4,634343;-1,772736
2016-07-01;0,215933;3,740327;1,057252;-0,93865;-2,94932;-2,331621
2016-08-01;0,480535;2,999557;1,042221;-0,661101;-4,138252;-2,350603
2016-09-01;1,994806;1,19496;1,0265;0,057989;-2,428661;-1,210736
2016-10-01;2,068911;0,311611;1,079701;-0,664093;1,790482;-0,932332
2016-11-01;2,009103;-3,320048;1,042291;-0,532612;3,895473;0,464024
2016-12-01;1,27377;-2,112288;0,947048;0,965123;2,378052;1,819315
2017-01-01;-0,101149;-10,940725;0,827719;1,77225;5,377023;3,944332
2017-02-01;-2,01109;-11,118786;0,919457;2,307327;7,334359;1,240897
2017-03-01;-2,138028;-3,473058;0,959046;0,724732;1,839737;0,577072
2017-04-01;-2,064129;7,19781;1,043265;-0,577091;-3,855764;0,75531
2017-05-01;-1,394412;10,411538;1,027183;-1,127737;-4,748136;0,048887
2017-06-01;-0,462986;6,565496;1,037787;-1,717467;-4,671449;-1,721738
2017-07-01;0,01805;4,289075;1,058291;-0,954895;-3,495145;-2,503383
2017-08-01;0,515361;2,503212;1,037959;-0,713688;-4,099967;-2,472473
2017-09-01;2,028222;-0,096484;1,020443;0,129182;-2,197429;-1,560809
2017-10-01;2,364788;-0,865761;1,075912;-0,53925;2,180595;-1,031523
2017-11-01;2,162369;-4,121999;1,036592;-0,412868;4,013495;0,616939
2017-12-01;1,170445;-2,262422;0,944857;1,222537;2,349532;1,984985
2018-01-01;-0,048646;-10,520536;0,827772;2,064424;5,735537;4,148282
2018-02-01;-2,033603;-10,201095;0,928111;2,553744;7,413579;1,164532
2018-03-01;-2,204688;-2,746299;0,963419;0,603269;2,070124;0,50666
2018-04-01;-1,992186;7,940419;1,046784;-1,000913;-4,002377;0,978472
2018-05-01;-1,503273;10,692773;1,02919;-1,508979;-4,91845;0,310202
2018-06-01;-0,693616;6,64692;1,038824;-1,828833;-4,93532;-1,68986
2018-07-01;-0,07421;4,475256;1,059126;-0,932041;-4,322759;-2,687506
2018-08-01;0,693448;2,135152;1,03785;-0,634543;-4,186088;-2,616346
2018-09-01;2,316571;-1,132091;1,015076;0,306031;-2,089301;-2,020371
2018-10-01;2,513259;-1,818836;1,072316;-0,32199;2,424911;-1,144783
2018-11-01;2,009679;-4,812359;1,03021;-0,404772;4,060258;0,797095
2018-12-01;1,032805;-2,507191;0,940723;1,13308;2,546585;2,10573
2019-01-01;-0,126796;-10,071687;0,825786;2,192738;6,309852;4,222828
2019-02-01;-2,140066;-9,058854;0,932938;2,795492;7,658263;1,138033
2019-03-01;-2,183599;-1,936019;0,968621;0,598317;2,357777;0,532361
2019-04-01;-1,80838;8,575034;1,051121;-1,346083;-4,20301;1,112057
2019-05-01;-1,50492;10,76214;1,033339;-1,869501;-5,182845;0,563812
2019-06-01;-0,864786;6,502004;1,040939;-1,891136;-5,124077;-1,699436
2019-07-01;-0,158932;4,443342;1,062189;-0,975313;-4,860219;-2,803755
2019-08-01;0,968777;1,654575;1,038405;-0,45918;-4,35869;-2,583934
2019-09-01;2,62811;-2,009896;1,011067;0,589059;-2,372504;-2,298257
2019-10-01;2,537527;-2,586861;1,065573;-0,082155;2,427633;-1,22405
2019-11-01;1,691569;-5,424148;1,023991;-0,464526;4,374749;0,902294
2019-12-01;0,929281;-2,756299;0,935955;0,976691;2,765496;2,093143
2020-01-01;-0,317413;-9,380733;0,824792;2,243055;6,454895;4,079097
2020-02-01;-2,17245;-7,5976;0,934842;2,885555;7,916989;0,976862
2020-03-01;-2,048425;-1,003382;0,975428;0,604547;2,891909;0,61853
2020-04-01;-1,725779;8,822181;1,052472;-1,608594;-4,44922;1,312769
2020-05-01;-1,514347;10,657139;1,034141;-2,046192;-5,410613;0,768843
2020-06-01;-0,936147;6,322312;1,045164;-1,926409;-5,054635;-1,663442
2020-07-01;-0,205064;3,963718;1,069169;-1,058415;-4,99502;-2,810841
2020-08-01;1,193866;1,052858;1,041383;-0,297751;-4,392172;-2,523576
2020-09-01;3,010522;-2,761834;1,009268;0,864975;-2,7216;-2,372635
2020-10-01;2,580232;-3,08403;1,057027;0,116301;2,062703;-1,323297
2020-11-01;1,371145;-5,846376;1,016411;-0,50096;4,543476;0,917574
2020-12-01;0,756409;-3,048816;0,93208;0,757751;3,030205;2,06778
2021-01-01;-0,586003;-8,425466;0,824224;2,24778;6,250607;4,001297
2021-02-01;-2,180674;-6,067119;0,933257;2,927514;7,985009;0,827933
2021-03-01;-1,863131;-0,141022;0,978767;0,659626;3,182409;0,618126
2021-04-01;-1,703738;8,76111;1,05402;-1,77154;-4,548253;1,29085
2021-05-01;-1,501821;10,578892;1,036708;-2,163127;-5,377411;0,829846
2021-06-01;-1,051367;6,120406;1,050625;-1,977262;-4,789147;-1,796968
2021-07-01;-0,238189;3,395758;1,078804;-1,187213;-4,671946;-2,671426
2021-08-01;1,416917;0,417005;1,04316;-0,177197;-4,168621;-2,266871
2021-09-01;3,272299;-3,33483;1,007768;1,119051;-2,809743;-2,228406
2021-10-01;2,68522;-3,558665;1,047257;0,321519;1,346845;-1,302023
2021-11-01;1,30369;-6,17808;1,008822;-0,509573;4,433473;0,962359
2021-12-01;0,617498;-3,329719;0,929667;0,683538;3,071993;1,991332
2022-01-01;-0,887488;-7,436223;0,827448;2,210856;5,681411;3,849424
2022-02-01;-2,202805;-4,756311;0,931124;2,762503;7,749473;0,622055
2022-03-01;-1,751467;0,602726;0,979027;0,6233;3,427843;0,5839
2022-04-01;-1,767803;8,487555;1,053399;-1,84126;-4,353183;1,236123
2022-05-01;-1,560623;10,568615;1,035347;-2,10119;-5,125792;0,720279
2022-06-01;-1,149773;6,200489;1,056414;-1,952979;-4,458043;-1,898023
2022-07-01;-0,236775;2,830612;1,087898;-1,297929;-4,201185;-2,45787
2022-08-01;1,592455;-0,268889;1,047115;-0,15241;-3,602942;-2,150393
2022-09-01;3,494297;-3,57397;1,009422;1,207548;-2,687698;-2,040057
2022-10-01;2,790843;-3,876513;1,042449;0,457843;0,521964;-1,218794
2022-11-01;1,40542;-6,358404;1,001105;-0,463016;3,876791;1,052803
2022-12-01;0,503346;-3,867091;0,925654;0,731214;2,846242;2,053372
2023-01-01;-1,124066;-6,623941;0,828656;2,219125;5,361315;3,791856
2023-02-01;-2,180418;-3,984971;0,928506;2,580431;7,573897;0,503286
2023-03-01;-1,688894;1,098453;0,974881;0,510761;3,38282;0,457846
2023-04-01;-1,843879;8,289388;1,054271;-1,838323;-4,049824;0,995396
2023-05-01;-1,686919;10,711011;1,036646;-2,050745;-4,772862;0,549838
2023-06-01;-1,333061;6,530841;1,061922;-1,932208;-4,200643;-2,071612
2023-07-01;-0,245983;2,486115;1,09512;-1,363418;-3,801556;-2,239147
2023-08-01;1,722559;-0,741322;1,048798;-0,148604;-3,058777;-1,973064
2023-09-01;3,604069;-3,551441;1,011394;1,244939;-2,449611;-1,840231
2023-10-01;2,888033;-4,166148;1,04132;0,53258;-0,06307;-1,128314
2023-11-01;1,675751;-6,550228;0,995748;-0,427476;3,269166;1,203933
2023-12-01;0,483854;-4,528067;0,920136;0,850255;2,4151;2,121426
2024-01-01;-1,257623;-6,229585;0,829749;2,214855;5,125688;3,691732
2024-02-01;-2,1564;-3,658389;0,92767;2,366236;7,507328;0,355194
2024-03-01;-1,684009;1,480546;0,971836;0,404208;3,464906;0,376621
2024-04-01;-1,975329;8,313216;1,053817;-1,752313;-3,804414;0,873659
2024-05-01;-1,823243;10,832115;1,035523;-1,944779;-4,593424;0,415048
2024-06-01;-1,474345;7,014208;1,065118;-1,948856;-4,015206;-2,157294
2024-07-01;-0,281542;2,331837;1,099213;-1,418275;-3,501049;-2,162848
2024-08-01;1,762795;-1,140064;1,051386;-0,193214;-2,701559;-1,919049
2024-09-01;3,693098;-3,56578;1,015475;1,262604;-2,342568;-1,708835
2024-10-01;3,005097;-4,242667;1,042801;0,55029;-0,314824;-1,095817
2024-11-01;1,913215;-6,574412;0,992486;-0,386082;2,792494;1,3163
2024-12-01;0,421915;-5,154174;0,914186;0,927013;2,029455;2,247139
